episode,brief,trigger,action,reward
7639,rss-alert,rssFeedTrigger,slack,1.0
7640,form-to-endpoint,webhook,httpRequest,1.0
7641,morning-metrics,scheduleTrigger,googleSheets,1.0
7642,email-archiver,emailReadImap,readWriteFile,1.0
7643,rss-alert,rssFeedTrigger,slack,1.0
7644,form-to-endpoint,webhook,slack,0.5
7645,morning-metrics,scheduleTrigger,readWriteFile,0.5
7646,email-archiver,emailReadImap,readWriteFile,1.0
7647,rss-alert,rssFeedTrigger,slack,1.0
7648,form-to-endpoint,webhook,httpRequest,1.0
7649,morning-metrics,scheduleTrigger,googleSheets,1.0
7650,email-archiver,emailReadImap,slack,0.5
7651,rss-alert,rssFeedTrigger,slack,1.0
7652,form-to-endpoint,scheduleTrigger,httpRequest,0.5
7653,morning-metrics,scheduleTrigger,googleSheets,1.0
7654,email-archiver,emailReadImap,readWriteFile,1.0
7655,rss-alert,rssFeedTrigger,slack,1.0
7656,form-to-endpoint,webhook,httpRequest,1.0
7657,morning-metrics,scheduleTrigger,slack,0.5
7658,email-archiver,emailReadImap,readWriteFile,1.0
7659,rss-alert,rssFeedTrigger,googleSheets,0.5
7660,form-to-endpoint,webhook,httpRequest,1.0
7661,morning-metrics,scheduleTrigger,googleSheets,1.0
7662,email-archiver,emailReadImap,readWriteFile,1.0
7663,rss-alert,rssFeedTrigger,slack,1.0
7664,form-to-endpoint,webhook,httpRequest,1.0
7665,morning-metrics,scheduleTrigger,googleSheets,1.0
7666,email-archiver,emailReadImap,readWriteFile,1.0
7667,rss-alert,rssFeedTrigger,httpRequest,0.5
7668,form-to-endpoint,webhook,httpRequest,1.0
7669,morning-metrics,scheduleTrigger,googleSheets,1.0
7670,email-archiver,emailReadImap,readWriteFile,1.0
7671,rss-alert,rssFeedTrigger,slack,1.0
7672,form-to-endpoint,webhook,httpRequest,1.0
7673,morning-metrics,scheduleTrigger,googleSheets,1.0
7674,email-archiver,emailReadImap,readWriteFile,1.0
7675,rss-alert,rssFeedTrigger,slack,1.0
7676,form-to-endpoint,webhook,googleSheets,0.5
7677,morning-metrics,webhook,googleSheets,0.5
7678,email-archiver,emailReadImap,readWriteFile,1.0
7679,rss-alert,rssFeedTrigger,slack,1.0
7680,form-to-endpoint,webhook,googleSheets,0.5
7681,morning-metrics,scheduleTrigger,googleSheets,1.0
7682,email-archiver,emailReadImap,readWriteFile,1.0
7683,rss-alert,rssFeedTrigger,slack,1.0
7684,form-to-endpoint,webhook,slack,0.5
7685,morning-metrics,scheduleTrigger,httpRequest,0.5
7686,email-archiver,emailReadImap,readWriteFile,1.0
7687,rss-alert,rssFeedTrigger,slack,1.0
7688,form-to-endpoint,webhook,httpRequest,1.0
7689,morning-metrics,scheduleTrigger,googleSheets,1.0
7690,email-archiver,emailReadImap,readWriteFile,1.0
7691,rss-alert,rssFeedTrigger,slack,1.0
7692,form-to-endpoint,webhook,httpRequest,1.0
7693,morning-metrics,scheduleTrigger,googleSheets,1.0
7694,email-archiver,emailReadImap,readWriteFile,1.0
7695,rss-alert,rssFeedTrigger,slack,1.0
7696,form-to-endpoint,webhook,httpRequest,1.0
7697,morning-metrics,rssFeedTrigger,googleSheets,0.5
7698,email-archiver,emailReadImap,readWriteFile,1.0
7699,rss-alert,rssFeedTrigger,slack,1.0
7700,form-to-endpoint,webhook,httpRequest,1.0
7701,morning-metrics,scheduleTrigger,googleSheets,1.0
7702,email-archiver,emailReadImap,readWriteFile,1.0
7703,rss-alert,rssFeedTrigger,slack,1.0
7704,form-to-endpoint,emailReadImap,httpRequest,0.5
7705,morning-metrics,scheduleTrigger,googleSheets,1.0
7706,email-archiver,emailReadImap,readWriteFile,1.0
7707,rss-alert,rssFeedTrigger,slack,1.0
7708,form-to-endpoint,webhook,httpRequest,1.0
7709,morning-metrics,scheduleTrigger,googleSheets,1.0
7710,email-archiver,emailReadImap,readWriteFile,1.0
7711,rss-alert,rssFeedTrigger,slack,1.0
7712,form-to-endpoint,webhook,httpRequest,1.0
7713,morning-metrics,scheduleTrigger,httpRequest,0.5
7714,email-archiver,emailReadImap,readWriteFile,1.0
7715,rss-alert,webhook,slack,0.5
7716,form-to-endpoint,webhook,httpRequest,1.0
7717,morning-metrics,scheduleTrigger,slack,0.5
7718,email-archiver,emailReadImap,httpRequest,0.5
7719,rss-alert,rssFeedTrigger,slack,1.0
7720,form-to-endpoint,webhook,httpRequest,1.0
7721,morning-metrics,scheduleTrigger,googleSheets,1.0
7722,email-archiver,emailReadImap,readWriteFile,1.0
7723,rss-alert,scheduleTrigger,slack,0.5
7724,form-to-endpoint,webhook,httpRequest,1.0
7725,morning-metrics,scheduleTrigger,googleSheets,1.0
7726,email-archiver,emailReadImap,readWriteFile,1.0
7727,rss-alert,rssFeedTrigger,slack,1.0
7728,form-to-endpoint,webhook,httpRequest,1.0
7729,morning-metrics,scheduleTrigger,httpRequest,0.5
7730,email-archiver,emailReadImap,readWriteFile,1.0
7731,rss-alert,rssFeedTrigger,slack,1.0
7732,form-to-endpoint,webhook,httpRequest,1.0
7733,morning-metrics,scheduleTrigger,googleSheets,1.0
7734,email-archiver,emailReadImap,readWriteFile,1.0
7735,rss-alert,rssFeedTrigger,slack,1.0
7736,form-to-endpoint,webhook,httpRequest,1.0
7737,morning-metrics,scheduleTrigger,googleSheets,1.0
7738,email-archiver,emailReadImap,readWriteFile,1.0
7739,rss-alert,rssFeedTrigger,slack,1.0
7740,form-to-endpoint,webhook,httpRequest,1.0
7741,morning-metrics,scheduleTrigger,googleSheets,1.0
7742,email-archiver,emailReadImap,readWriteFile,1.0
7743,rss-alert,rssFeedTrigger,slack,1.0
7744,form-to-endpoint,webhook,httpRequest,1.0
7745,morning-metrics,scheduleTrigger,googleSheets,1.0
7746,email-archiver,emailReadImap,readWriteFile,1.0
7747,rss-alert,rssFeedTrigger,slack,1.0
7748,form-to-endpoint,webhook,httpRequest,1.0
7749,morning-metrics,scheduleTrigger,googleSheets,1.0
7750,email-archiver,webhook,readWriteFile,0.5
7751,rss-alert,rssFeedTrigger,slack,1.0
7752,form-to-endpoint,webhook,httpRequest,1.0
7753,morning-metrics,scheduleTrigger,googleSheets,1.0
7754,email-archiver,emailReadImap,readWriteFile,1.0
7755,rss-alert,rssFeedTrigger,slack,1.0
7756,form-to-endpoint,webhook,slack,0.5
7757,morning-metrics,scheduleTrigger,googleSheets,1.0
7758,email-archiver,emailReadImap,readWriteFile,1.0
7759,rss-alert,rssFeedTrigger,slack,1.0
7760,form-to-endpoint,webhook,httpRequest,1.0
7761,morning-metrics,scheduleTrigger,googleSheets,1.0
7762,email-archiver,emailReadImap,readWriteFile,1.0
7763,rss-alert,rssFeedTrigger,slack,1.0
7764,form-to-endpoint,webhook,httpRequest,1.0
7765,morning-metrics,scheduleTrigger,googleSheets,1.0
7766,email-archiver,emailReadImap,readWriteFile,1.0
7767,rss-alert,emailReadImap,slack,0.5
7768,form-to-endpoint,webhook,httpRequest,1.0
7769,morning-metrics,scheduleTrigger,googleSheets,1.0
7770,email-archiver,emailReadImap,readWriteFile,1.0
7771,rss-alert,rssFeedTrigger,slack,1.0
7772,form-to-endpoint,webhook,httpRequest,1.0
7773,morning-metrics,scheduleTrigger,googleSheets,1.0
7774,email-archiver,rssFeedTrigger,readWriteFile,0.5
7775,rss-alert,rssFeedTrigger,slack,1.0
7776,form-to-endpoint,rssFeedTrigger,httpRequest,0.5
7777,morning-metrics,webhook,googleSheets,0.5
7778,email-archiver,emailReadImap,readWriteFile,1.0
7779,rss-alert,rssFeedTrigger,slack,1.0
7780,form-to-endpoint,webhook,httpRequest,1.0
7781,morning-metrics,emailReadImap,googleSheets,0.5
7782,email-archiver,emailReadImap,readWriteFile,1.0
7783,rss-alert,rssFeedTrigger,slack,1.0
7784,form-to-endpoint,webhook,httpRequest,1.0
7785,morning-metrics,scheduleTrigger,googleSheets,1.0
7786,email-archiver,emailReadImap,readWriteFile,1.0
7787,rss-alert,rssFeedTrigger,slack,1.0
7788,form-to-endpoint,webhook,httpRequest,1.0
7789,morning-metrics,scheduleTrigger,googleSheets,1.0
7790,email-archiver,scheduleTrigger,readWriteFile,0.5
7791,rss-alert,rssFeedTrigger,slack,1.0
7792,form-to-endpoint,webhook,httpRequest,1.0
7793,morning-metrics,scheduleTrigger,googleSheets,1.0
7794,email-archiver,emailReadImap,readWriteFile,1.0
7795,rss-alert,rssFeedTrigger,slack,1.0
7796,form-to-endpoint,webhook,httpRequest,1.0
7797,morning-metrics,scheduleTrigger,httpRequest,0.5
7798,email-archiver,emailReadImap,readWriteFile,1.0
7799,rss-alert,rssFeedTrigger,slack,1.0
7800,form-to-endpoint,webhook,httpRequest,1.0
7801,morning-metrics,scheduleTrigger,googleSheets,1.0
7802,email-archiver,emailReadImap,readWriteFile,1.0
7803,rss-alert,rssFeedTrigger,slack,1.0
7804,form-to-endpoint,webhook,httpRequest,1.0
7805,morning-metrics,scheduleTrigger,googleSheets,1.0
7806,email-archiver,emailReadImap,readWriteFile,1.0
7807,rss-alert,rssFeedTrigger,slack,1.0
7808,form-to-endpoint,webhook,httpRequest,1.0
7809,morning-metrics,scheduleTrigger,googleSheets,1.0
7810,email-archiver,emailReadImap,readWriteFile,1.0
7811,rss-alert,rssFeedTrigger,slack,1.0
7812,form-to-endpoint,webhook,httpRequest,1.0
7813,morning-metrics,scheduleTrigger,googleSheets,1.0
7814,email-archiver,emailReadImap,readWriteFile,1.0
7815,rss-alert,rssFeedTrigger,slack,1.0
7816,form-to-endpoint,webhook,httpRequest,1.0
7817,morning-metrics,scheduleTrigger,googleSheets,1.0
7818,email-archiver,emailReadImap,readWriteFile,1.0
7819,rss-alert,rssFeedTrigger,slack,1.0
7820,form-to-endpoint,rssFeedTrigger,httpRequest,0.5
7821,morning-metrics,scheduleTrigger,googleSheets,1.0
7822,email-archiver,emailReadImap,readWriteFile,1.0
7823,rss-alert,rssFeedTrigger,slack,1.0
7824,form-to-endpoint,webhook,httpRequest,1.0
7825,morning-metrics,scheduleTrigger,googleSheets,1.0
7826,email-archiver,emailReadImap,readWriteFile,1.0
7827,rss-alert,rssFeedTrigger,slack,1.0
7828,form-to-endpoint,scheduleTrigger,httpRequest,0.5
7829,morning-metrics,scheduleTrigger,googleSheets,1.0
7830,email-archiver,emailReadImap,readWriteFile,1.0
7831,rss-alert,rssFeedTrigger,slack,1.0
7832,form-to-endpoint,rssFeedTrigger,slack,0.0
7833,morning-metrics,scheduleTrigger,googleSheets,1.0
7834,email-archiver,emailReadImap,googleSheets,0.5
7835,rss-alert,rssFeedTrigger,slack,1.0
7836,form-to-endpoint,webhook,httpRequest,1.0
7837,morning-metrics,scheduleTrigger,googleSheets,1.0
7838,email-archiver,emailReadImap,readWriteFile,1.0
7839,rss-alert,rssFeedTrigger,slack,1.0
7840,form-to-endpoint,webhook,readWriteFile,0.5
7841,morning-metrics,scheduleTrigger,googleSheets,1.0
7842,email-archiver,rssFeedTrigger,readWriteFile,0.5
7843,rss-alert,rssFeedTrigger,slack,1.0
7844,form-to-endpoint,webhook,httpRequest,1.0
7845,morning-metrics,webhook,googleSheets,0.5
7846,email-archiver,emailReadImap,readWriteFile,1.0
7847,rss-alert,rssFeedTrigger,slack,1.0
7848,form-to-endpoint,webhook,httpRequest,1.0
7849,morning-metrics,scheduleTrigger,googleSheets,1.0
7850,email-archiver,emailReadImap,readWriteFile,1.0
7851,rss-alert,rssFeedTrigger,slack,1.0
7852,form-to-endpoint,webhook,httpRequest,1.0
7853,morning-metrics,scheduleTrigger,googleSheets,1.0
7854,email-archiver,emailReadImap,readWriteFile,1.0
7855,rss-alert,rssFeedTrigger,slack,1.0
7856,form-to-endpoint,scheduleTrigger,httpRequest,0.5
7857,morning-metrics,scheduleTrigger,googleSheets,1.0
7858,email-archiver,emailReadImap,readWriteFile,1.0
7859,rss-alert,rssFeedTrigger,slack,1.0
7860,form-to-endpoint,webhook,httpRequest,1.0
7861,morning-metrics,scheduleTrigger,googleSheets,1.0
7862,email-archiver,emailReadImap,readWriteFile,1.0
7863,rss-alert,rssFeedTrigger,slack,1.0
7864,form-to-endpoint,webhook,httpRequest,1.0
7865,morning-metrics,scheduleTrigger,googleSheets,1.0
7866,email-archiver,emailReadImap,readWriteFile,1.0
7867,rss-alert,rssFeedTrigger,slack,1.0
7868,form-to-endpoint,webhook,httpRequest,1.0
7869,morning-metrics,scheduleTrigger,googleSheets,1.0
7870,email-archiver,emailReadImap,readWriteFile,1.0
7871,rss-alert,rssFeedTrigger,slack,1.0
7872,form-to-endpoint,webhook,httpRequest,1.0
7873,morning-metrics,scheduleTrigger,googleSheets,1.0
7874,email-archiver,emailReadImap,readWriteFile,1.0
7875,rss-alert,rssFeedTrigger,slack,1.0
7876,form-to-endpoint,webhook,httpRequest,1.0
7877,morning-metrics,scheduleTrigger,googleSheets,1.0
7878,email-archiver,emailReadImap,readWriteFile,1.0
7879,rss-alert,rssFeedTrigger,slack,1.0
7880,form-to-endpoint,webhook,httpRequest,1.0
7881,morning-metrics,scheduleTrigger,googleSheets,1.0
7882,email-archiver,emailReadImap,readWriteFile,1.0
7883,rss-alert,rssFeedTrigger,slack,1.0
7884,form-to-endpoint,webhook,httpRequest,1.0
7885,morning-metrics,scheduleTrigger,googleSheets,1.0
7886,email-archiver,rssFeedTrigger,readWriteFile,0.5
7887,rss-alert,rssFeedTrigger,slack,1.0
7888,form-to-endpoint,webhook,httpRequest,1.0
7889,morning-metrics,scheduleTrigger,readWriteFile,0.5
7890,email-archiver,emailReadImap,readWriteFile,1.0
7891,rss-alert,rssFeedTrigger,slack,1.0
7892,form-to-endpoint,webhook,httpRequest,1.0
7893,morning-metrics,scheduleTrigger,googleSheets,1.0
7894,email-archiver,emailReadImap,readWriteFile,1.0
7895,rss-alert,rssFeedTrigger,slack,1.0
7896,form-to-endpoint,webhook,httpRequest,1.0
7897,morning-metrics,scheduleTrigger,googleSheets,1.0
7898,email-archiver,emailReadImap,readWriteFile,1.0
7899,rss-alert,rssFeedTrigger,slack,1.0
7900,form-to-endpoint,webhook,httpRequest,1.0
7901,morning-metrics,emailReadImap,googleSheets,0.5
7902,email-archiver,emailReadImap,slack,0.5
7903,rss-alert,scheduleTrigger,slack,0.5
7904,form-to-endpoint,webhook,httpRequest,1.0
7905,morning-metrics,scheduleTrigger,googleSheets,1.0
7906,email-archiver,emailReadImap,readWriteFile,1.0
7907,rss-alert,rssFeedTrigger,slack,1.0
7908,form-to-endpoint,webhook,httpRequest,1.0
7909,morning-metrics,scheduleTrigger,googleSheets,1.0
7910,email-archiver,emailReadImap,readWriteFile,1.0
7911,rss-alert,rssFeedTrigger,googleSheets,0.5
7912,form-to-endpoint,webhook,httpRequest,1.0
7913,morning-metrics,scheduleTrigger,httpRequest,0.5
7914,email-archiver,rssFeedTrigger,readWriteFile,0.5
7915,rss-alert,rssFeedTrigger,slack,1.0
7916,form-to-endpoint,webhook,googleSheets,0.5
7917,morning-metrics,scheduleTrigger,googleSheets,1.0
7918,email-archiver,emailReadImap,readWriteFile,1.0
7919,rss-alert,rssFeedTrigger,slack,1.0
7920,form-to-endpoint,webhook,httpRequest,1.0
7921,morning-metrics,scheduleTrigger,googleSheets,1.0
7922,email-archiver,emailReadImap,readWriteFile,1.0
7923,rss-alert,rssFeedTrigger,slack,1.0
7924,form-to-endpoint,webhook,httpRequest,1.0
7925,morning-metrics,scheduleTrigger,googleSheets,1.0
7926,email-archiver,rssFeedTrigger,readWriteFile,0.5
7927,rss-alert,rssFeedTrigger,slack,1.0
7928,form-to-endpoint,webhook,httpRequest,1.0
7929,morning-metrics,scheduleTrigger,googleSheets,1.0
7930,email-archiver,emailReadImap,readWriteFile,1.0
7931,rss-alert,rssFeedTrigger,slack,1.0
7932,form-to-endpoint,webhook,httpRequest,1.0
7933,morning-metrics,scheduleTrigger,googleSheets,1.0
7934,email-archiver,emailReadImap,readWriteFile,1.0
7935,rss-alert,rssFeedTrigger,slack,1.0
7936,form-to-endpoint,webhook,httpRequest,1.0
7937,morning-metrics,scheduleTrigger,googleSheets,1.0
7938,email-archiver,emailReadImap,readWriteFile,1.0
7939,rss-alert,rssFeedTrigger,slack,1.0
7940,form-to-endpoint,webhook,httpRequest,1.0
7941,morning-metrics,scheduleTrigger,googleSheets,1.0
7942,email-archiver,emailReadImap,slack,0.5
7943,rss-alert,emailReadImap,slack,0.5
7944,form-to-endpoint,webhook,httpRequest,1.0
7945,morning-metrics,scheduleTrigger,slack,0.5
7946,email-archiver,emailReadImap,readWriteFile,1.0
7947,rss-alert,rssFeedTrigger,slack,1.0
7948,form-to-endpoint,rssFeedTrigger,httpRequest,0.5
7949,morning-metrics,scheduleTrigger,readWriteFile,0.5
7950,email-archiver,emailReadImap,readWriteFile,1.0
7951,rss-alert,rssFeedTrigger,slack,1.0
7952,form-to-endpoint,webhook,httpRequest,1.0
7953,morning-metrics,rssFeedTrigger,googleSheets,0.5
7954,email-archiver,webhook,readWriteFile,0.5
7955,rss-alert,webhook,slack,0.5
7956,form-to-endpoint,rssFeedTrigger,httpRequest,0.5
7957,morning-metrics,scheduleTrigger,googleSheets,1.0
7958,email-archiver,emailReadImap,readWriteFile,1.0
7959,rss-alert,rssFeedTrigger,googleSheets,0.5
7960,form-to-endpoint,webhook,httpRequest,1.0
7961,morning-metrics,scheduleTrigger,googleSheets,1.0
7962,email-archiver,emailReadImap,readWriteFile,1.0
7963,rss-alert,rssFeedTrigger,httpRequest,0.5
7964,form-to-endpoint,webhook,httpRequest,1.0
7965,morning-metrics,scheduleTrigger,googleSheets,1.0
7966,email-archiver,emailReadImap,readWriteFile,1.0
7967,rss-alert,rssFeedTrigger,slack,1.0
7968,form-to-endpoint,webhook,httpRequest,1.0
7969,morning-metrics,scheduleTrigger,googleSheets,1.0
7970,email-archiver,emailReadImap,readWriteFile,1.0
7971,rss-alert,rssFeedTrigger,slack,1.0
7972,form-to-endpoint,webhook,httpRequest,1.0
7973,morning-metrics,scheduleTrigger,googleSheets,1.0
7974,email-archiver,emailReadImap,readWriteFile,1.0
7975,rss-alert,rssFeedTrigger,slack,1.0
7976,form-to-endpoint,emailReadImap,httpRequest,0.5
7977,morning-metrics,scheduleTrigger,googleSheets,1.0
7978,email-archiver,emailReadImap,readWriteFile,1.0
7979,rss-alert,rssFeedTrigger,slack,1.0
7980,form-to-endpoint,webhook,httpRequest,1.0
7981,morning-metrics,scheduleTrigger,googleSheets,1.0
7982,email-archiver,emailReadImap,readWriteFile,1.0
7983,rss-alert,rssFeedTrigger,slack,1.0
7984,form-to-endpoint,webhook,httpRequest,1.0
7985,morning-metrics,scheduleTrigger,googleSheets,1.0
7986,email-archiver,emailReadImap,readWriteFile,1.0
7987,rss-alert,emailReadImap,slack,0.5
7988,form-to-endpoint,webhook,httpRequest,1.0
7989,morning-metrics,scheduleTrigger,googleSheets,1.0
7990,email-archiver,emailReadImap,readWriteFile,1.0
7991,rss-alert,rssFeedTrigger,slack,1.0
7992,form-to-endpoint,webhook,httpRequest,1.0
7993,morning-metrics,scheduleTrigger,googleSheets,1.0
7994,email-archiver,emailReadImap,readWriteFile,1.0
7995,rss-alert,rssFeedTrigger,slack,1.0
7996,form-to-endpoint,webhook,httpRequest,1.0
7997,morning-metrics,scheduleTrigger,googleSheets,1.0
7998,email-archiver,emailReadImap,googleSheets,0.5
7999,rss-alert,rssFeedTrigger,slack,1.0
8000,form-to-endpoint,webhook,httpRequest,1.0
8001,morning-metrics,scheduleTrigger,googleSheets,1.0
8002,email-archiver,emailReadImap,readWriteFile,1.0
8003,rss-alert,rssFeedTrigger,slack,1.0
8004,form-to-endpoint,scheduleTrigger,httpRequest,0.5
8005,morning-metrics,scheduleTrigger,googleSheets,1.0
8006,email-archiver,emailReadImap,readWriteFile,1.0
8007,rss-alert,rssFeedTrigger,slack,1.0
8008,form-to-endpoint,webhook,httpRequest,1.0
8009,morning-metrics,scheduleTrigger,googleSheets,1.0
8010,email-archiver,emailReadImap,readWriteFile,1.0
8011,rss-alert,rssFeedTrigger,slack,1.0
8012,form-to-endpoint,webhook,httpRequest,1.0
8013,morning-metrics,scheduleTrigger,googleSheets,1.0
8014,email-archiver,emailReadImap,readWriteFile,1.0
8015,rss-alert,rssFeedTrigger,slack,1.0
8016,form-to-endpoint,webhook,httpRequest,1.0
8017,morning-metrics,scheduleTrigger,googleSheets,1.0
8018,email-archiver,emailReadImap,readWriteFile,1.0
8019,rss-alert,emailReadImap,slack,0.5
8020,form-to-endpoint,webhook,httpRequest,1.0
8021,morning-metrics,scheduleTrigger,googleSheets,1.0
8022,email-archiver,emailReadImap,readWriteFile,1.0
8023,rss-alert,rssFeedTrigger,slack,1.0
8024,form-to-endpoint,webhook,httpRequest,1.0
8025,morning-metrics,scheduleTrigger,googleSheets,1.0
8026,email-archiver,emailReadImap,readWriteFile,1.0
8027,rss-alert,rssFeedTrigger,slack,1.0
8028,form-to-endpoint,webhook,httpRequest,1.0
8029,morning-metrics,scheduleTrigger,googleSheets,1.0
8030,email-archiver,emailReadImap,readWriteFile,1.0
8031,rss-alert,rssFeedTrigger,slack,1.0
8032,form-to-endpoint,webhook,httpRequest,1.0
8033,morning-metrics,scheduleTrigger,googleSheets,1.0
8034,email-archiver,emailReadImap,readWriteFile,1.0
8035,rss-alert,rssFeedTrigger,slack,1.0
8036,form-to-endpoint,webhook,httpRequest,1.0
8037,morning-metrics,scheduleTrigger,googleSheets,1.0
8038,email-archiver,emailReadImap,readWriteFile,1.0
8039,rss-alert,rssFeedTrigger,slack,1.0
8040,form-to-endpoint,webhook,httpRequest,1.0
8041,morning-metrics,scheduleTrigger,googleSheets,1.0
8042,email-archiver,emailReadImap,readWriteFile,1.0
8043,rss-alert,rssFeedTrigger,slack,1.0
8044,form-to-endpoint,webhook,httpRequest,1.0
8045,morning-metrics,scheduleTrigger,googleSheets,1.0
8046,email-archiver,emailReadImap,readWriteFile,1.0
8047,rss-alert,emailReadImap,slack,0.5
8048,form-to-endpoint,webhook,httpRequest,1.0
8049,morning-metrics,scheduleTrigger,httpRequest,0.5
8050,email-archiver,emailReadImap,readWriteFile,1.0
8051,rss-alert,rssFeedTrigger,slack,1.0
8052,form-to-endpoint,webhook,httpRequest,1.0
8053,morning-metrics,scheduleTrigger,googleSheets,1.0
8054,email-archiver,emailReadImap,readWriteFile,1.0
8055,rss-alert,rssFeedTrigger,slack,1.0
8056,form-to-endpoint,webhook,httpRequest,1.0
8057,morning-metrics,scheduleTrigger,slack,0.5
8058,email-archiver,emailReadImap,googleSheets,0.5
8059,rss-alert,rssFeedTrigger,slack,1.0
8060,form-to-endpoint,webhook,httpRequest,1.0
8061,morning-metrics,scheduleTrigger,readWriteFile,0.5
8062,email-archiver,emailReadImap,readWriteFile,1.0
8063,rss-alert,rssFeedTrigger,slack,1.0
8064,form-to-endpoint,webhook,httpRequest,1.0
8065,morning-metrics,scheduleTrigger,googleSheets,1.0
8066,email-archiver,emailReadImap,readWriteFile,1.0
8067,rss-alert,scheduleTrigger,slack,0.5
8068,form-to-endpoint,webhook,httpRequest,1.0
8069,morning-metrics,scheduleTrigger,googleSheets,1.0
8070,email-archiver,emailReadImap,readWriteFile,1.0
8071,rss-alert,rssFeedTrigger,slack,1.0
8072,form-to-endpoint,webhook,httpRequest,1.0
8073,morning-metrics,scheduleTrigger,googleSheets,1.0
8074,email-archiver,emailReadImap,googleSheets,0.5
8075,rss-alert,rssFeedTrigger,slack,1.0
8076,form-to-endpoint,webhook,httpRequest,1.0
8077,morning-metrics,scheduleTrigger,httpRequest,0.5
8078,email-archiver,emailReadImap,readWriteFile,1.0
8079,rss-alert,rssFeedTrigger,slack,1.0
8080,form-to-endpoint,webhook,httpRequest,1.0
8081,morning-metrics,scheduleTrigger,googleSheets,1.0
8082,email-archiver,emailReadImap,readWriteFile,1.0
8083,rss-alert,rssFeedTrigger,slack,1.0
8084,form-to-endpoint,webhook,httpRequest,1.0
8085,morning-metrics,scheduleTrigger,googleSheets,1.0
8086,email-archiver,emailReadImap,readWriteFile,1.0
8087,rss-alert,rssFeedTrigger,httpRequest,0.5
8088,form-to-endpoint,webhook,httpRequest,1.0
8089,morning-metrics,rssFeedTrigger,googleSheets,0.5
8090,email-archiver,emailReadImap,readWriteFile,1.0
8091,rss-alert,rssFeedTrigger,slack,1.0
8092,form-to-endpoint,webhook,httpRequest,1.0
8093,morning-metrics,scheduleTrigger,googleSheets,1.0
8094,email-archiver,emailReadImap,readWriteFile,1.0
8095,rss-alert,rssFeedTrigger,slack,1.0
8096,form-to-endpoint,webhook,httpRequest,1.0
8097,morning-metrics,scheduleTrigger,googleSheets,1.0
8098,email-archiver,emailReadImap,readWriteFile,1.0
8099,rss-alert,rssFeedTrigger,slack,1.0
8100,form-to-endpoint,webhook,httpRequest,1.0
8101,morning-metrics,scheduleTrigger,googleSheets,1.0
8102,email-archiver,emailReadImap,readWriteFile,1.0
8103,rss-alert,rssFeedTrigger,slack,1.0
8104,form-to-endpoint,webhook,httpRequest,1.0
8105,morning-metrics,scheduleTrigger,googleSheets,1.0
8106,email-archiver,emailReadImap,readWriteFile,1.0
8107,rss-alert,rssFeedTrigger,slack,1.0
8108,form-to-endpoint,webhook,httpRequest,1.0
8109,morning-metrics,scheduleTrigger,googleSheets,1.0
8110,email-archiver,emailReadImap,readWriteFile,1.0
8111,rss-alert,rssFeedTrigger,slack,1.0
8112,form-to-endpoint,webhook,httpRequest,1.0
8113,morning-metrics,scheduleTrigger,httpRequest,0.5
8114,email-archiver,emailReadImap,readWriteFile,1.0
8115,rss-alert,rssFeedTrigger,slack,1.0
8116,form-to-endpoint,webhook,httpRequest,1.0
8117,morning-metrics,scheduleTrigger,googleSheets,1.0
8118,email-archiver,emailReadImap,readWriteFile,1.0
8119,rss-alert,rssFeedTrigger,slack,1.0
8120,form-to-endpoint,webhook,httpRequest,1.0
8121,morning-metrics,scheduleTrigger,googleSheets,1.0
8122,email-archiver,emailReadImap,readWriteFile,1.0
8123,rss-alert,rssFeedTrigger,slack,1.0
8124,form-to-endpoint,webhook,httpRequest,1.0
8125,morning-metrics,scheduleTrigger,googleSheets,1.0
8126,email-archiver,emailReadImap,readWriteFile,1.0
8127,rss-alert,rssFeedTrigger,slack,1.0
8128,form-to-endpoint,webhook,httpRequest,1.0
8129,morning-metrics,scheduleTrigger,googleSheets,1.0
8130,email-archiver,emailReadImap,readWriteFile,1.0
8131,rss-alert,rssFeedTrigger,slack,1.0
8132,form-to-endpoint,webhook,httpRequest,1.0
8133,morning-metrics,scheduleTrigger,readWriteFile,0.5
8134,email-archiver,emailReadImap,readWriteFile,1.0
8135,rss-alert,rssFeedTrigger,slack,1.0
8136,form-to-endpoint,webhook,googleSheets,0.5
8137,morning-metrics,scheduleTrigger,googleSheets,1.0
8138,email-archiver,rssFeedTrigger,readWriteFile,0.5
8139,rss-alert,rssFeedTrigger,slack,1.0
8140,form-to-endpoint,webhook,httpRequest,1.0
8141,morning-metrics,webhook,googleSheets,0.5
8142,email-archiver,emailReadImap,readWriteFile,1.0
8143,rss-alert,rssFeedTrigger,slack,1.0
8144,form-to-endpoint,webhook,readWriteFile,0.5
8145,morning-metrics,scheduleTrigger,googleSheets,1.0
8146,email-archiver,emailReadImap,readWriteFile,1.0
8147,rss-alert,rssFeedTrigger,slack,1.0
8148,form-to-endpoint,webhook,httpRequest,1.0
8149,morning-metrics,scheduleTrigger,googleSheets,1.0
8150,email-archiver,emailReadImap,readWriteFile,1.0
8151,rss-alert,rssFeedTrigger,slack,1.0
8152,form-to-endpoint,webhook,httpRequest,1.0
8153,morning-metrics,scheduleTrigger,googleSheets,1.0
8154,email-archiver,emailReadImap,readWriteFile,1.0
8155,rss-alert,rssFeedTrigger,slack,1.0
